DATE1, DATE2, X, Y, Z,
2456380.875000000, A.D. 2013-Mar-29 09:00:00.0000, -3.093319900698789E+05, -1.076456123716297E+05,  1.361136458594973E+05,
2456380.916666667, A.D. 2013-Mar-29 10:00:00.0000, -3.084646735914228E+05, -9.580190890614562E+04,  1.465341465802494E+05,
2456380.958333333, A.D. 2013-Mar-29 11:00:00.0000, -3.069853078938533E+05, -8.376811519325401E+04,  1.566638921564937E+05,
2456381.000000000, A.D. 2013-Mar-29 12:00:00.0000, -3.048968284050300E+05, -7.156810829209583E+04,  1.664827827291505E+05,
2456381.041666667, A.D. 2013-Mar-29 13:00:00.0000, -3.022033791826176E+05, -5.922609508109095E+04,  1.759713352555745E+05,
2456381.083333333, A.D. 2013-Mar-29 14:00:00.0000, -2.989103046891302E+05, -4.676656422262726E+04,  1.851107221714362E+05,
2456381.125000000, A.D. 2013-Mar-29 15:00:00.0000, -2.950241391845701E+05, -3.421423756874852E+04,  1.938828087514324E+05,
2456381.166666667, A.D. 2013-Mar-29 16:00:00.0000, -2.905525937577842E+05, -2.159402110434037E+04,  2.022701890946739E+05,
2456381.208333333, A.D. 2013-Mar-29 17:00:00.0000, -2.855045410223454E+05, -8.930955525226776E+03,  2.102562206633348E+05,
2456381.250000000, A.D. 2013-Mar-29 18:00:00.0000, -2.798899975074115E+05,  3.749833450694763E+03,  2.178250573060332E+05,
2456381.291666667, A.D. 2013-Mar-29 19:00:00.0000, -2.737201037785877E+05,  1.642318494062993E+04,  2.249616807004282E+05,
